Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs
Radhaus am Rathaus,"Bekleidung/Accessoires, Fahrrad & Zubehör, Sportausrüstung, Outdoor","Großherzog-Friedrich-Straße 8, 66111 Saarbrücken",+49 681 375005,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://radhaus-am-rathaus.de,null,null
Nähapartment,Bekleidung/Accessoires,"Nauwieserstraße 32, 66111 saarbrücken",+49 681 93587244,"{""Montag"": ""14:00 - 18:00"", ""Dienstag"": ""10:00 - 17:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.naehapartment.de,null,null
Winefactory,"Feinkost, Lebensmittel, Spirituosen","Martin- Luther- Straße 25, 66111 Saarbrücken",+49 681 95816400,"{""Montag"": ""10:00 - 18:30"", ""Dienstag"": ""10:00 - 18:30"", ""Mittwoch"": ""10:00 - 18:30"", ""Donnerstag"": ""10:00 - 18:30"", ""Freitag"": ""10:00 - 18:30"", ""Samstag"": ""10:00 - 16:30"", ""Sonntag"": ""Geschlossen""}",http://www.winefactory.de,null,null
Rex Rotari,Sonstiges,"Nauwieserstraße 26, 66111 Saarbrücken",+49 681 3908290,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""11:00 - 19:00"", ""Freitag"": ""11:00 - 19:00"", ""Samstag"": ""11:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Oui-Store Saarbrücken,"Bekleidung/Accessoires, Damenmode","Fürstenstraße 1b, 66111 Saarbrücken",+49 681 93319593,"{""Montag"": ""10:30 - 18:30"", ""Dienstag"": ""10:30 - 18:30"", ""Mittwoch"": ""10:30 - 18:30"", ""Donnerstag"": ""10:30 - 18:30"", ""Freitag"": ""10:30 - 18:30"", ""Samstag"": ""10:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.oui.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/08/78750_x_y_8817a6_08.jpg
Stoffmaat Saarbrücken,"Bekleidung/Accessoires, Sonstiges","Betzenstraße 6, 66111 Saarbrücken",+49 681 776624,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",http://www.stoffmaat.de,null,null
Der Saarspezialist,"Bekleidung/Accessoires, Fairtrade, Lebensmittel","Sulzbachstraße 3, 66111 Saarbrücken",+49 681 35190,"{""Montag"": ""11:00 - 18:00"", ""Dienstag"": ""11:00 - 18:00"", ""Mittwoch"": ""11:00 - 18:00"", ""Donnerstag"": ""11:00 - 18:00"", ""Freitag"": ""11:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.dersaarspezialist.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_944f0e_04.jpg
Schmuckatelier Peter Cullmann,"Damenschmuck, Goldschmied, Herrenschmuck, Kinderschmuck, Schmuck/Uhren, Trauringe","Bahnhofstraße 4, 66111 Saarbrücken",+49 681 3 90 82 30,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.cullmann-schmuck.de,null,null
Blitz Reinigung,"Bekleidung/Accessoires, Reinigung","Kaiserstraße 13, 66111 Saarbrücken",+49 681 34245,"{""Montag"": ""07:30 - 17:00"", ""Dienstag"": ""07:30 - 17:00"", ""Mittwoch"": ""07:30 - 17:00"", ""Donnerstag"": ""07:30 - 17:00"", ""Freitag"": ""07:30 - 17:00"", ""Samstag"": ""08:00 - 13:00"", ""Sonntag"": ""Geschlossen""}",http://www.blitzreinigung.de,null,null
Blitz Reinigung,"Bekleidung/Accessoires, Reinigung","Passagestraße 9, 66111 Saarbrücken",+49 0681 3030418,"{""Montag"": ""07:30 - 17:00"", ""Dienstag"": ""07:30 - 17:00"", ""Mittwoch"": ""07:30 - 17:00"", ""Donnerstag"": ""07:30 - 17:00"", ""Freitag"": ""08:00 - 13:00"", ""Samstag"": ""08:00 - 13:00"", ""Sonntag"": ""Geschlossen""}",http://www.blitzreinigung.de,null,null
Sadeghi Kosmetikboutique,"Gesundheit und Kosmetik, Naturkosmetik, Pflege, Wellness","Mainzer Straße 92, 66121 Saarbrücken",+49 681 67392,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 18:30"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 18:30"", ""Donnerstag"": ""09:00 - 13:00 und 14:00 - 18:30"", ""Freitag"": ""09:00 - 13:00 und 14:00 - 18:30"", ""Samstag"": ""09:00 - 13:00"", ""Sonntag"": ""Geschlossen""}",https://www.kosmetik-und-mode-sadeghi.com,null,null
Feine Tischkultur Enge & Müller,Möbel & Haushaltswaren,"Mainzer Straße 72, 66121 Saarbrücken",+49 681 8590290,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""11:00 - 18:00"", ""Mittwoch"": ""11:00 - 18:00"", ""Donnerstag"": ""11:00 - 18:00"", ""Freitag"": ""11:00 - 18:00"", ""Samstag"": ""11:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.coming-home-sb.de,null,null
BioFrischMarkt,"Bäckerei, Fairtrade, Lebensmittel","Dudweilerstraße 87-89, 66111 Saarbrücken",+49 681 95809618,"{""Montag"": ""09:00 - 18:30"", ""Dienstag"": ""09:00 - 18:30"", ""Mittwoch"": ""09:00 - 18:30"", ""Donnerstag"": ""09:00 - 18:30"", ""Freitag"": ""09:00 - 18:30"", ""Samstag"": ""09:00 - 17:30"", ""Sonntag"": ""Geschlossen""}",https://www.bfml.de,null,null
Intimissimi,"Bademode, Bekleidung/Accessoires, Damenmode, Dessous","Bahnhofstraße 51, 66111 Saarbrücken",+49 681 59096526,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://intimissimi.com,null,null
Tourist Information im Rathaus,"Babymode, Bekleidung/Accessoires, Bücher, Musik, Filme, Damenmode, Herrenmode, Kindermode, Sonstiges, Souvenirartikel, Spiele & Puzzle, Spielwaren","Rathausplatz 1, 66111 Saarbrücken",+49 681 95909-200,"{""Montag"": ""09:00 - 17:00"", ""Dienstag"": ""09:00 - 17:00"", ""Mittwoch"": ""09:00 - 17:00"", ""Donnerstag"": ""09:00 - 17:00"", ""Freitag"": ""09:00 - 17:00"", ""Samstag"": ""10:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",http://tourismus.saarbruecken.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2022/01/90728_x_y_6215c2_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/09/79771_x_y_400037_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/01/98955_x_y_31d5a4_01.jpg"
Glaskunst Ingrid Lafontaine,Möbel & Haushaltswaren,"St. Johanner Markt 14, 66111 Saarbrücken",+49 681 31388,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",http://www.glaskunst-lafontaine.de,null,null
Peek & Cloppenburg KG,"Babymode, Bademode, Bekleidung/Accessoires, Damenmode, Damenschuhe, Dessous, Herrenmode, Herrenschuhe, Kindermode, Kinderschuhe, Schmuck/Uhren, Schuhe, Sonstiges, Sportschuhe","Bahnhofstraße 44, 66111 Saarbrücken",+49 681 94064525,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.peek-cloppenburg.de,null,null
H&M EUROPA-Galerie,"Babymode, Bademode, Bekleidung/Accessoires, Damenmode, Damenschmuck, Damenschuhe, Dessous, Gesundheit und Kosmetik, Herrenmode, Herrenschmuck, Herrenschuhe, Kindermode, Kinderschmuck, Kinderschuhe, Make-up, Nail Art, Pflege, Schmuck/Uhren, Schuhe","Trierer Strasse 1, 66111 Saarbrücken",0800 6655900,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.hm.com,null,null
camera zwo-das arthouse kino,"Bücher, Musik, Filme, Fairtrade, Film, Lebensmittel",null,null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
Nanu-Nana,"Bad, Haushalt & Garten, Möbel & Haushaltswaren, Sonstiges, Wohnen & Einrichten","Trierer Strasse 1, 66111 Saarbrücken",+49 681 41620636,"{""Montag"": ""10:00 - 19:30"", ""Dienstag"": ""10:00 - 19:30"", ""Mittwoch"": ""10:00 - 19:30"", ""Donnerstag"": ""10:00 - 19:30"", ""Freitag"": ""10:00 - 19:30"", ""Samstag"": ""10:00 - 19:30"", ""Sonntag"": ""Geschlossen""}",https://unternehmen.nanu-nana.de/filiale/saarbruecken-europa-galerie-trierer-strasse-1,null,null
Depot,"Bad, Haushalt & Garten, Heimtextil, Küche, Möbel & Haushaltswaren, Schlafen, Wohnen & Einrichten","Bahnhofstraße 72, 66111 Saarbrücken",+49 681 93815928,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",http://www.depot-online.de,null,null
amplifon,"Gesundheit und Kosmetik, Hörgeräte","Stengelstraße 8, 66117 Saarbrücken",+49 681 9685860,"{""Montag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Donnerstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Freitag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.amplifon.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_417c66_04.jpg
Tredy Fashion GmbH,"Bekleidung/Accessoires, Damenmode","Bahnhofstraße 56, 66111 Saarbrücken",+49 681 94996966,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",http://www.tredy-fashion.de,null,null
Lio Nails,"Gesundheit und Kosmetik, Nail Art","Dudweilerstraße 3, 66111 Saarbrücken",+49 681 93872525,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 19:30"", ""Mittwoch"": ""09:30 - 19:30"", ""Donnerstag"": ""09:30 - 19:30"", ""Freitag"": ""09:30 - 19:30"", ""Samstag"": ""09:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Änderungsschneiderei Yakoub,Bekleidung/Accessoires,"Fröschengasse 9, 66111 Saarbrücken",+49 681 397284,"{""Montag"": ""09:30 - 18:00"", ""Dienstag"": ""09:30 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""09:30 - 18:00"", ""Samstag"": ""09:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
City Nails,"Gesundheit und Kosmetik, Nail Art","Dudweilerstraße 20, 66111 Saarbrücken",+49 681 93862111,"{""Montag"": ""09:30 - 19:00"", ""Dienstag"": ""09:30 - 19:00"", ""Mittwoch"": ""09:30 - 19:00"", ""Donnerstag"": ""09:30 - 19:00"", ""Freitag"": ""09:30 - 19:00"", ""Samstag"": ""09:30 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://city-nails-beauty-products-wholesaler.business.site/,null,null
YOSEFINE,Lebensmittel,"Trierer Straße 1, 66111 Saarbrücken",null,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
s'Oliver,Bekleidung/Accessoires,"Trierer Straße 1, 66111 Saarbrücken",+49 681 84120080,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.soliver.de,null,null
KREUTZERmodern,Wohnen & Einrichten,"Mainzer Straße 52, 66121 Saarbrücken",+49 172 6943111,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://kreutzer-modern.de,null,null
Fachbuchhandlung Tsongkang,"Bücher, Musik, Filme, Fachbücher","Mainzer Straße 57a, 66121 Saatbrücken",+49 681 93587916,"{""Montag"": ""11:00 - 16:00"", ""Dienstag"": ""11:00 - 16:00"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""11:00 - 16:00"", ""Freitag"": ""11:00 - 16:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.tsongkang.de/de,null,null
Brot & Sinne,"Bäckerei, Lebensmittel","Mainzer Straße 86, 66111 Saarbrücken",+49 681 98805344,"{""Montag"": ""07:00 - 19:00"", ""Dienstag"": ""07:00 - 19:00"", ""Mittwoch"": ""07:00 - 19:00"", ""Donnerstag"": ""07:00 - 19:00"", ""Freitag"": ""07:00 - 19:00"", ""Samstag"": ""07:00 - 19:00"", ""Sonntag"": ""08:00 - 12:00""}",null,null,null
Canape,"Möbel & Haushaltswaren, Wohnen & Einrichten","Bleichstr. 3, 66111 Saarbrücken",+49 681 399599,"{""Montag"": ""geschlossen"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.canape.de,Ab sofort die Kollektionen von Canapé im Hause Maurer Einrichtungen erhältlich.,null
Uncle Woody´s,Lebensmittel,"Trierer Straße 1, 66111 Saarbrücken",null,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Only EUROPA-Galerie,Bekleidung/Accessoires,"Trierer Straße 1, 66111 Saarbrücken",+49 681 98907941,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.only.com,null,null
Dürninger Classic,"Lebensmittel, Tabak","Betzenstraße 5, 66111 Saarbrücken",+49 681 3014220,"{""Montag"": ""09:30 - 18:00"", ""Dienstag"": ""09:30 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""09:30 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://duerninger.de/,null,null
Goldschmiede Werkatelier- Kornelia Landau,"Damenschmuck, Goldschmied, Schmuck/Uhren, Trauringe","Mainzer Straße 11, 66111 Saarbrücken",+49 681 9385365,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 12:30 und 14:00 - 18:00"", ""Mittwoch"": ""10:00 - 12:30 und 14:00 - 18:00"", ""Donnerstag"": ""10:00 - 12:30 und 14:00 - 18:00"", ""Freitag"": ""10:00 - 12:30 und 14:00 - 18:00"", ""Samstag"": ""11:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.kornelia-landau.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/12074_x_y_5df254_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/12072_x_y_1787a7_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/12073_x_y_b6257b_04.jpg"
Rituals,"Bekleidung/Accessoires, Damenmode, Düfte, Gesundheit und Kosmetik, Make-up, Möbel & Haushaltswaren, Naturkosmetik, Parfümerie, Drogerie, Pflege, Wohnen & Einrichten","Bahnhofstraße 74, 66111 Saarbrücken",+49 681 95804623,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",http://www.rituals.com,null,null
REWE,"Lebensmittel, Supermarkt","Reichstraße 1, 66111 Saarbrücken",+49 681 41620017,"{""Montag"": ""08:00 - 20:00"", ""Dienstag"": ""08:00 - 20:00"", ""Mittwoch"": ""08:00 - 20:00"", ""Donnerstag"": ""08:00 - 20:00"", ""Freitag"": ""08:00 - 20:00"", ""Samstag"": ""08:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.rewe.de,null,null
Marc Cain Store,"Bekleidung/Accessoires, Damenmode, Damenschuhe, Lederwaren, Schuhe","St. Johanner Markt 35, 66111 Saarbrücken",+49 681 93815741,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.marc-cain.com,null,null
Manfred Alt Antiquitäten,"Möbel & Haushaltswaren, Sonstiges","Türkenstraße 7A, 66111 Saarbrücken",+49 681 373848,"{""Montag"": ""16:00 - 19:00"", ""Dienstag"": ""16:00 - 19:00"", ""Mittwoch"": ""16:00 - 19:00"", ""Donnerstag"": ""16:00 - 19:00"", ""Freitag"": ""16:00 - 19:00"", ""Samstag"": ""11:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",http://www.antik-alt.de,null,null
ZEITGEMAESS.,"Bekleidung/Accessoires, Damenmode, Damenschuhe, Herrenmode, Herrenschuhe, Lebensmittel, Lederwaren, Pflanzen, Schmuck/Uhren, Schuhe, Sonstiges","Hafenstraße 6- 8, 66111 Saarbrücken",+49 681 91032180,"{""Montag"": ""11:00 - 19:00"", ""Dienstag"": ""11:00 - 19:00"", ""Mittwoch"": ""11:00 - 19:00"", ""Donnerstag"": ""11:00 - 19:00"", ""Freitag"": ""11:00 - 19:00"", ""Samstag"": ""11:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2017/09/53046_x_y_aed749_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/08/52595_x_y_142a70_08.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/08/52593_x_y_8d231a_08.jpg"
Fotofix,"Druck und Werbetechnik, Sonstiges","Trierer Straße 1, 66111 Saarbrücken",null,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null
Game Stop,"Elektronik, Computer, Games & Konsolen","Bahnhofstraße 78, 66111 Saarbrücken",+49 681 3798747,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.gamestop.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76601_x_y_6f83ea_04.jpg
Leos Jeans Saarbrücken,"Bekleidung/Accessoires, Damenmode, Herrenmode","Bahnhofstraße 91, 66111 Saarbrücken",+49 681 9104584,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",http://www.leos-jeans.de,null,null
ONYGO,Schuhe,"Bahnhofstraße 80, 66111 Saarbrücken",+49 681 93859811,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.onygo.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_a3f514_04.jpg
L´Occitane,"Düfte, Gesundheit und Kosmetik, Make-up, Naturkosmetik, Parfümerie, Drogerie, Pflege","Bahnhofstraße 26, 66111 Saarbrücken",+49 681 95816332,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://de.loccitane.com/,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_789d6b_04.jpg
HUMPTY records,"Bücher, Musik, Filme, Musik","Cecilienstraße 16, 66111 Saarbrücken",+49 681 31203,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""11:30 - 18:30"", ""Mittwoch"": ""11:30 - 18:30"", ""Donnerstag"": ""11:30 - 18:30"", ""Freitag"": ""11:30 - 18:30"", ""Samstag"": ""11:30 - 17:00"", ""Sonntag"": ""Geschlossen""}",https://humptyrecords.de,null,null
Spar Basar,Sonstiges,"Karl-Marx-Straße 1, 66111 Saarbrücken",+49 681 9102249,"{""Montag"": ""09:00 - 19:00"", ""Dienstag"": ""09:00 - 19:00"", ""Mittwoch"": ""09:00 - 19:00"", ""Donnerstag"": ""09:00 - 19:00"", ""Freitag"": ""09:00 - 19:00"", ""Samstag"": ""09:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Art & Antik,Sonstiges,"Obertorstraße 1, 66111 Saarbrücken",+49 681 376093,"{""Montag"": ""12:00 - 18:00"", ""Dienstag"": ""12:00 - 18:00"", ""Mittwoch"": ""12:00 - 18:00"", ""Donnerstag"": ""12:00 - 18:00"", ""Freitag"": ""12:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.artundantik.eu,null,null
Saturn,"Audio & Hifi, Computer-Hardware, Computer-Software, Elektro-Großgeräte, Elektronik, Computer, Games & Konsolen, Handy & Telefonie, Haushaltsgeräte & Staubsauger, High End, Kamera & Foto, Möbel & Haushaltswaren, Navigation & Car-Hifi, Notebooks & Tablets","Trierer Straße 1, 66111 Saarbrücken",+49 22122243333,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.saturn.de,null,null
RAUMfürMUSIK,"Bücher, Musik, Filme, Film, Musik, Musikinstrumente, Noten","Mainzer Straße 52, 66121 Saarbrücken",+49 6893 9464043 ,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.raumfuermusik.com,null,null
Queen Nails,"Gesundheit und Kosmetik, Nail Art","Viktoriastraße 8, 66111 Saarbrücken",+49 681 9066646,"{""Montag"": ""09:30 - 19:30"", ""Dienstag"": ""09:30 - 19:30"", ""Mittwoch"": ""09:30 - 19:30"", ""Donnerstag"": ""09:30 - 19:30"", ""Freitag"": ""09:30 - 19:30"", ""Samstag"": ""09:30 - 18:30"", ""Sonntag"": ""Geschlossen""}",null,null,null
